   log t (ps)      log MSD(A2)@ 5 K     log MSD(A2)@ 10 K   log MSD(A2)@ 20 K   log MSD(A2)@ 30 K   log MSD(A2)@ 60 K   log MSD(A2)@ 100 K  log MSD(A2)@ 300 K  log MSD(A2)@ 500 K    
    2.6914          5.31012554          5.04647375          4.06689817          3.60707102          2.93079920          2.38468716          1.90650139          1.34374450 
    2.6916          5.31040367          5.04677053          4.06737584          3.60744305          2.93092648          2.38518668          1.90669939          1.34384619 
    2.6918          5.31068494          5.04706778          4.06785109          3.60781605          2.93105136          2.38568642          1.90685013          1.34391577 
    2.6920          5.31096836          5.04736426          4.06832351          3.60818402          2.93117283          2.38617688          1.90697084          1.34395266 
    2.6921          5.31125180          5.04765976          4.06879206          3.60854426          2.93128642          2.38668369          1.90706401          1.34394095 
    2.6923          5.31153700          5.04795365          4.06925739          3.60888890          2.93139255          2.38719376          1.90712988          1.34387943 
    2.6925          5.31182315          5.04824765          4.06972140          3.60923405          2.93149580          2.38772092          1.90715656          1.34376954 
    2.6927          5.31211014          5.04854119          4.07018422          3.60957614          2.93159131          2.38826192          1.90715398          1.34365544 
    2.6928          5.31239822          5.04883134          4.07063672          3.60991240          2.93169354          2.38881679          1.90712307          1.34355527 
    2.6930          5.31268571          5.04912160          4.07108341          3.61024302          2.93179309          2.38938407          1.90707338          1.34342406 
    2.6932          5.31297262          5.04940913          4.07152685          3.61056549          2.93188128          2.38995668          1.90700384          1.34326588 
    2.6934          5.31326064          5.04969641          4.07196791          3.61088158          2.93197760          2.39053075          1.90692091          1.34310130 
    2.6936          5.31354715          5.04998147          4.07240599          3.61119145          2.93206603          2.39110006          1.90683447          1.34289203 
    2.6937          5.31383492          5.05026410          4.07284555          3.61150036          2.93214704          2.39167123          1.90673871          1.34264140 
    2.6939          5.31412549          5.05054903          4.07328247          3.61180207          2.93222207          2.39224114          1.90663959          1.34235782 
    2.6941          5.31441408          5.05083251          4.07372218          3.61209724          2.93229789          2.39280857          1.90653946          1.34203686 
    2.6943          5.31470044          5.05111470          4.07415968          3.61239160          2.93237193          2.39335977          1.90643580          1.34164998 
    2.6944          5.31498795          5.05139763          4.07459847          3.61268942          2.93244351          2.39392306          1.90632996          1.34121365 
    2.6946          5.31527843          5.05167854          4.07503998          3.61298879          2.93251838          2.39448278          1.90621538          1.34075286 
    2.6948          5.31557056          5.05195865          4.07547553          3.61328601          2.93259915          2.39504207          1.90607582          1.34025398 
    2.6950          5.31586130          5.05224051          4.07591036          3.61358866          2.93269424          2.39558897          1.90593148          1.33972025 
    2.6951          5.31614824          5.05252367          4.07634348          3.61389685          2.93280376          2.39612422          1.90576648          1.33916168 
    2.6953          5.31643655          5.05280740          4.07677382          3.61421276          2.93291510          2.39666258          1.90557996          1.33857530 
    2.6955          5.31672860          5.05309090          4.07719888          3.61453018          2.93302884          2.39718459          1.90538481          1.33793709 
    2.6957          5.31702401          5.05337185          4.07761774          3.61484994          2.93315382          2.39769755          1.90517646          1.33726176 
    2.6958          5.31731960          5.05365438          4.07803689          3.61516373          2.93327749          2.39821925          1.90496661          1.33656881 
    2.6960          5.31761395          5.05393595          4.07845586          3.61548174          2.93340446          2.39875132          1.90474161          1.33584230 
    2.6962          5.31790764          5.05421567          4.07887639          3.61579770          2.93354060          2.39928874          1.90449104          1.33511355 
    2.6964          5.31820009          5.05449230          4.07929469          3.61611351          2.93368011          2.39982198          1.90423432          1.33436367 
    2.6965          5.31849045          5.05476619          4.07970964          3.61642651          2.93380608          2.40036041          1.90398049          1.33363934 
    2.6967          5.31877920          5.05504120          4.08012352          3.61673588          2.93392152          2.40090394          1.90373257          1.33291044 
    2.6969          5.31906911          5.05531650          4.08054343          3.61703756          2.93404152          2.40144530          1.90346999          1.33218638 
    2.6971          5.31935836          5.05559376          4.08096936          3.61733466          2.93416477          2.40199833          1.90321170          1.33149044 
    2.6972          5.31964225          5.05587183          4.08140185          3.61762690          2.93428562          2.40256493          1.90295618          1.33083100 
    2.6974          5.31992623          5.05614877          4.08183683          3.61791764          2.93440701          2.40313954          1.90270581          1.33020733 
    2.6976          5.32020862          5.05642457          4.08227079          3.61820823          2.93452367          2.40371435          1.90244824          1.32960089 
    2.6978          5.32048692          5.05670077          4.08270699          3.61850326          2.93464445          2.40428616          1.90220488          1.32900655 
    2.6979          5.32076016          5.05697735          4.08314020          3.61879633          2.93475772          2.40487104          1.90196951          1.32844480 
    2.6981          5.32103180          5.05725311          4.08357326          3.61909027          2.93486698          2.40546395          1.90172678          1.32793317 
    2.6983          5.32130332          5.05752978          4.08400129          3.61938093          2.93497747          2.40604454          1.90148139          1.32747323 
    2.6984          5.32157607          5.05780597          4.08442229          3.61967564          2.93509096          2.40662386          1.90123537          1.32702564 
    2.6986          5.32185196          5.05808171          4.08483893          3.61997023          2.93519817          2.40720280          1.90098421          1.32658821 
    2.6988          5.32212985          5.05835485          4.08525207          3.62026146          2.93530471          2.40777387          1.90071680          1.32616760 
    2.6990          5.32240678          5.05862607          4.08566116          3.62055163          2.93541702          2.40833560          1.90042939          1.32575581 
    2.6991          5.32268377          5.05889660          4.08606630          3.62084648          2.93552363          2.40888605          1.90013044          1.32532394 
    2.6993          5.32296009          5.05916609          4.08646903          3.62115207          2.93563178          2.40943075          1.89981822          1.32490418 
    2.6995          5.32323406          5.05943539          4.08686772          3.62146375          2.93574031          2.40996202          1.89947994          1.32449873 
    2.6997          5.32350489          5.05970621          4.08725842          3.62178377          2.93585456          2.41048095          1.89913512          1.32410655 
    2.6998          5.32377530          5.05997575          4.08764435          3.62211807          2.93597280          2.41096929          1.89877813          1.32373217 
    2.7000          5.32404196          5.06024158          4.08802878          3.62246569          2.93610283          2.41145318          1.89842635          1.32336831 
    2.7002          5.32430576          5.06050629          4.08841009          3.62282056          2.93622717          2.41192247          1.89808139          1.32301441 
    2.7004          5.32456410          5.06076942          4.08879484          3.62317861          2.93635252          2.41237288          1.89777531          1.32268850 
    2.7005          5.32481862          5.06103171          4.08918566          3.62354233          2.93647619          2.41278653          1.89749001          1.32239700 
    2.7007          5.32507354          5.06129093          4.08957477          3.62391018          2.93660126          2.41318788          1.89722109          1.32215393 
    2.7009          5.32532746          5.06154909          4.08996406          3.62427426          2.93672649          2.41357521          1.89697053          1.32197682 
    2.7010          5.32558066          5.06180708          4.09035094          3.62463558          2.93684990          2.41395335          1.89672667          1.32185481 
    2.7012          5.32583430          5.06206678          4.09073475          3.62499446          2.93697221          2.41433159          1.89649327          1.32177177 
    2.7014          5.32609140          5.06233231          4.09111664          3.62534244          2.93709203          2.41471026          1.89626921          1.32174281 
    2.7016          5.32634619          5.06259893          4.09149939          3.62568195          2.93722663          2.41508071          1.89604856          1.32177368 
    2.7017          5.32660022          5.06286591          4.09188734          3.62601551          2.93737625          2.41542837          1.89584063          1.32185353 
    2.7019          5.32685435          5.06313026          4.09227262          3.62634041          2.93753840          2.41575707          1.89564066          1.32198869 
    2.7021          5.32710512          5.06339541          4.09265895          3.62666363          2.93771945          2.41607762          1.89544454          1.32218276 
    2.7023          5.32735562          5.06365851          4.09304425          3.62698640          2.93790481          2.41638492          1.89525285          1.32243901 
    2.7024          5.32760922          5.06392005          4.09343251          3.62730362          2.93809302          2.41668023          1.89506351          1.32273618 
    2.7026          5.32786342          5.06418109          4.09383196          3.62761235          2.93827968          2.41697363          1.89487584          1.32306420 
    2.7028          5.32811919          5.06444213          4.09423128          3.62791706          2.93846547          2.41725864          1.89468372          1.32341160 
    2.7029          5.32837752          5.06470588          4.09463088          3.62821450          2.93865119          2.41752779          1.89451029          1.32375035 
    2.7031          5.32863557          5.06497000          4.09503587          3.62850726          2.93883496          2.41777771          1.89433266          1.32410490 
    2.7033          5.32889516          5.06523291          4.09544405          3.62880231          2.93901596          2.41802026          1.89416332          1.32446246 
    2.7035          5.32915962          5.06549644          4.09585497          3.62909345          2.93919597          2.41825198          1.89400575          1.32480930 
    2.7036          5.32942523          5.06575997          4.09626691          3.62938246          2.93937527          2.41847709          1.89386596          1.32510700 
    2.7038          5.32969006          5.06602217          4.09668445          3.62967030          2.93955440          2.41869355          1.89374136          1.32538044 
    2.7040          5.32995467          5.06628516          4.09710866          3.62995177          2.93973586          2.41891192          1.89363556          1.32564049 
    2.7042          5.33021884          5.06654767          4.09753487          3.63022980          2.93992003          2.41912863          1.89356917          1.32588309 
    2.7043          5.33048275          5.06681235          4.09796288          3.63050372          2.94010434          2.41934163          1.89352888          1.32608988 
    2.7045          5.33074788          5.06707792          4.09838770          3.63076448          2.94028172          2.41955254          1.89353513          1.32628816 
    2.7047          5.33101671          5.06734052          4.09880858          3.63101948          2.94045719          2.41976468          1.89359063          1.32646156 
    2.7048          5.33128892          5.06760134          4.09923185          3.63127229          2.94063340          2.41998766          1.89368166          1.32661497 
    2.7050          5.33156097          5.06786166          4.09965576          3.63152181          2.94079932          2.42021031          1.89379863          1.32676843 
    2.7052          5.33183202          5.06812146          4.10007662          3.63177142          2.94094416          2.42043193          1.89393369          1.32692507 
    2.7054          5.33210438          5.06837942          4.10049116          3.63202567          2.94107838          2.42064828          1.89410149          1.32705475 
    2.7055          5.33237532          5.06863495          4.10090311          3.63228017          2.94120418          2.42085805          1.89429656          1.32717757 
    2.7057          5.33264751          5.06889092          4.10131330          3.63253565          2.94132322          2.42105884          1.89449167          1.32729474 
    2.7059          5.33292050          5.06914628          4.10172190          3.63279075          2.94143950          2.42124138          1.89468688          1.32739927 
    2.7060          5.33319396          5.06939772          4.10212813          3.63304027          2.94156413          2.42140542          1.89487660          1.32749345 
    2.7062          5.33347042          5.06964936          4.10253417          3.63329288          2.94169891          2.42156206          1.89507044          1.32757630 
    2.7064          5.33374903          5.06990159          4.10294034          3.63354400          2.94183747          2.42170565          1.89526814          1.32762148 
    2.7065          5.33402700          5.07015298          4.10334413          3.63379854          2.94198213          2.42185258          1.89546662          1.32766783 
    2.7067          5.33430863          5.07040356          4.10374057          3.63405553          2.94213922          2.42200201          1.89567690          1.32773237 
    2.7069          5.33458833          5.07064860          4.10413429          3.63431908          2.94230102          2.42215820          1.89589818          1.32780633 
    2.7071          5.33486759          5.07089261          4.10452419          3.63458997          2.94247188          2.42232988          1.89614763          1.32790233 
    2.7072          5.33514613          5.07113666          4.10491720          3.63486945          2.94264550          2.42250049          1.89643735          1.32799663 
    2.7074          5.33542438          5.07137865          4.10530406          3.63515328          2.94282311          2.42267343          1.89677563          1.32808378 
    2.7076          5.33570214          5.07161727          4.10568872          3.63543710          2.94300196          2.42286529          1.89713837          1.32819728 
    2.7077          5.33597956          5.07185566          4.10607047          3.63572407          2.94317167          2.42306500          1.89751948          1.32832956 
    2.7079          5.33625506          5.07209513          4.10644681          3.63601561          2.94332951          2.42328372          1.89790604          1.32845407 
    2.7081          5.33653034          5.07233628          4.10682249          3.63630448          2.94348227          2.42353918          1.89830904          1.32857114 
    2.7083          5.33680446          5.07257853          4.10719783          3.63659710          2.94362509          2.42384469          1.89871222          1.32868736 
    2.7084          5.33707762          5.07282097          4.10757243          3.63688871          2.94376101          2.42419439          1.89910785          1.32879309 
    2.7086          5.33734749          5.07306594          4.10794423          3.63717991          2.94389597          2.42458146          1.89950348          1.32887669 
    2.7088          5.33761579          5.07330931          4.10831113          3.63747275          2.94402172          2.42500888          1.89991258          1.32896075 
    2.7089          5.33788366          5.07355574          4.10867672          3.63776056          2.94414790          2.42545766          1.90033871          1.32902599 
    2.7091          5.33815178          5.07380523          4.10903363          3.63804892          2.94427150          2.42591878          1.90078040          1.32907113 
    2.7093          5.33842275          5.07405440          4.10938671          3.63833788          2.94438970          2.42637917          1.90122310          1.32913459 
    2.7094          5.33869463          5.07430289          4.10974133          3.63863122          2.94450914          2.42685700          1.90167498          1.32915640 
    2.7096          5.33896833          5.07455013          4.11009303          3.63892773          2.94462813          2.42733305          1.90213122          1.32915112 
    2.7098          5.33923783          5.07479639          4.11043671          3.63923083          2.94476063          2.42779695          1.90262086          1.32914048 
    2.7099          5.33950443          5.07504168          4.11078145          3.63952618          2.94488172          2.42824829          1.90312157          1.32909376 
    2.7101          5.33977152          5.07528814          4.11112535          3.63982254          2.94500488          2.42867036          1.90363414          1.32905640 
    2.7103          5.34004039          5.07553665          4.11146746          3.64012528          2.94511934          2.42906584          1.90415483          1.32903199 
    2.7105          5.34030999          5.07578520          4.11180623          3.64042989          2.94522552          2.42942033          1.90469123          1.32898733 
    2.7106          5.34057835          5.07603580          4.11214188          3.64073714          2.94533650          2.42973431          1.90523279          1.32889728 
    2.7108          5.34084422          5.07628738          4.11247830          3.64104929          2.94544401          2.43002088          1.90577120          1.32878089 
    2.7110          5.34111224          5.07654185          4.11281436          3.64136578          2.94555925          2.43028868          1.90629652          1.32866316 
    2.7111          5.34137864          5.07679459          4.11314643          3.64168004          2.94567867          2.43053072          1.90681023          1.32853588 
    2.7113          5.34164464          5.07704827          4.11347706          3.64199490          2.94580016          2.43074707          1.90733139          1.32840002 
    2.7115          5.34191069          5.07730444          4.11380815          3.64230240          2.94592881          2.43093352          1.90784445          1.32827328 
    2.7116          5.34217522          5.07755914          4.11414072          3.64260794          2.94606765          2.43110535          1.90833765          1.32813691 
    2.7118          5.34244008          5.07781204          4.11447996          3.64290841          2.94621116          2.43128023          1.90882432          1.32801878 
    2.7120          5.34270466          5.07806574          4.11482320          3.64320640          2.94635729          2.43145846          1.90930474          1.32792640 
    2.7121          5.34296934          5.07832057          4.11516556          3.64349951          2.94651386          2.43162443          1.90977087          1.32782468 
    2.7123          5.34323375          5.07857475          4.11550515          3.64379073          2.94668317          2.43177744          1.91024657          1.32771853 
    2.7125          5.34349905          5.07882761          4.11584313          3.64408178          2.94685492          2.43193292          1.91072445          1.32763948 
    2.7126          5.34376577          5.07908563          4.11617846          3.64437682          2.94702232          2.43206842          1.91119421          1.32757846 
    2.7128          5.34403101          5.07934730          4.11651085          3.64467491          2.94717975          2.43219887          1.91167087          1.32751755 
    2.7130          5.34429792          5.07960883          4.11683988          3.64497501          2.94733900          2.43233161          1.91215759          1.32748279 
    2.7132          5.34456670          5.07987105          4.11717011          3.64526940          2.94750774          2.43246198          1.91265179          1.32743788 
    2.7133          5.34483610          5.08013411          4.11749971          3.64556457          2.94767647          2.43257648          1.91314710          1.32738005 
    2.7135          5.34510726          5.08039715          4.11782955          3.64585564          2.94785069          2.43269083          1.91366743          1.32734687 
    2.7137          5.34537816          5.08066196          4.11815546          3.64614252          2.94803174          2.43279483          1.91419434          1.32733243 
    2.7138          5.34564516          5.08092828          4.11847554          3.64642741          2.94820739          2.43290197          1.91473278          1.32730665 
    2.7140          5.34591222          5.08119617          4.11879423          3.64671360          2.94838158          2.43300023          1.91530298          1.32727796 
    2.7142          5.34617890          5.08146488          4.11910947          3.64699857          2.94855231          2.43309705          1.91589022          1.32724571 
    2.7143          5.34644583          5.08173357          4.11942098          3.64728611          2.94870812          2.43321138          1.91650699          1.32722085 
    2.7145          5.34671487          5.08200136          4.11973183          3.64757915          2.94886292          2.43333036          1.91714948          1.32720815 
    2.7147          5.34698461          5.08226800          4.12003656          3.64787517          2.94901941          2.43345316          1.91780396          1.32721930 
    2.7148          5.34725207          5.08253100          4.12033716          3.64818292          2.94917394          2.43358830          1.91848667          1.32725117 
    2.7150          5.34751829          5.08279111          4.12063712          3.64849943          2.94932078          2.43374477          1.91918598          1.32731642 
    2.7152          5.34778367          5.08305094          4.12093416          3.64882351          2.94947252          2.43390984          1.91987804          1.32744444 
    2.7153          5.34804960          5.08330679          4.12122401          3.64915782          2.94962792          2.43408177          1.92057414          1.32759391 
    2.7155          5.34831762          5.08355758          4.12150885          3.64949314          2.94978161          2.43426519          1.92125975          1.32776850 
    2.7157          5.34858659          5.08380649          4.12179394          3.64983534          2.94994465          2.43444084          1.92195869          1.32798407 
    2.7158          5.34885001          5.08405378          4.12207802          3.65018181          2.95010799          2.43461900          1.92263279          1.32820418 
    2.7160          5.34911270          5.08430000          4.12236380          3.65052800          2.95027293          2.43479929          1.92327386          1.32845048 
    2.7162          5.34937718          5.08454928          4.12265233          3.65087498          2.95044569          2.43499512          1.92389714          1.32873888 
    2.7163          5.34964501          5.08480153          4.12294875          3.65122640          2.95061351          2.43520231          1.92449403          1.32905872 
    2.7165          5.34991403          5.08505449          4.12325458          3.65158162          2.95077008          2.43542658          1.92505501          1.32940000 
    2.7167          5.35018179          5.08530656          4.12356800          3.65193966          2.95093415          2.43567051          1.92558336          1.32976292 
    2.7168          5.35044902          5.08555824          4.12388379          3.65230310          2.95110045          2.43594040          1.92605885          1.33015290 
    2.7170          5.35071720          5.08580966          4.12420688          3.65267139          2.95127007          2.43624136          1.92649763          1.33058466 
    2.7172          5.35098367          5.08606312          4.12453230          3.65304424          2.95142910          2.43656925          1.92692197          1.33104981 
    2.7173          5.35124803          5.08631892          4.12485841          3.65342161          2.95158069          2.43692651          1.92732958          1.33151484 
    2.7175          5.35151189          5.08657614          4.12519128          3.65380082          2.95172239          2.43731265          1.92771973          1.33197689 
    2.7177          5.35177613          5.08683382          4.12552295          3.65417906          2.95184991          2.43772899          1.92808683          1.33245304 
    2.7178          5.35204024          5.08709380          4.12585516          3.65456232          2.95196136          2.43817541          1.92843287          1.33296152 
    2.7180          5.35230195          5.08735484          4.12619044          3.65495068          2.95205865          2.43865134          1.92876421          1.33346554 
    2.7182          5.35256452          5.08762096          4.12652867          3.65533882          2.95214621          2.43915261          1.92907510          1.33395983 
    2.7183          5.35282762          5.08788769          4.12686565          3.65573200          2.95222359          2.43968013          1.92937889          1.33447717 
    2.7185          5.35309060          5.08815381          4.12720343          3.65613283          2.95229033          2.44024241          1.92966945          1.33501467 
    2.7187          5.35335168          5.08841955          4.12754074          3.65654300          2.95234238          2.44082241          1.92996073          1.33557944 
    2.7188          5.35360938          5.08868249          4.12787343          3.65695725          2.95237776          2.44140494          1.93024519          1.33616395 
    2.7190          5.35386615          5.08894964          4.12820583          3.65737261          2.95239226          2.44199230          1.93051292          1.33675019 
    2.7192          5.35412220          5.08921878          4.12853699          3.65779122          2.95239105          2.44258946          1.93076340          1.33733808 
    2.7193          5.35437852          5.08949054          4.12886812          3.65821457          2.95237119          2.44318810          1.93100337          1.33796919 
    2.7195          5.35463485          5.08976253          4.12919969          3.65863155          2.95233622          2.44379575          1.93121538          1.33860287 
    2.7197          5.35488960          5.09003373          4.12953651          3.65904764          2.95229413          2.44440992          1.93140315          1.33924916 
    2.7198          5.35514438          5.09030526          4.12987568          3.65945835          2.95224582          2.44501537          1.93156204          1.33987235 
    2.7200          5.35540166          5.09057865          4.13021902          3.65986128          2.95218870          2.44561088          1.93167566          1.34049173 
    2.7202          5.35565914          5.09085188          4.13056886          3.66025752          2.95212724          2.44620158          1.93175133          1.34108983 
    2.7203          5.35591586          5.09112197          4.13092282          3.66064780          2.95205883          2.44678403          1.93178889          1.34169669 
    2.7205          5.35617077          5.09138929          4.13127864          3.66102813          2.95198183          2.44735928          1.93177827          1.34227900 
    2.7207          5.35642764          5.09165186          4.13163517          3.66140289          2.95189491          2.44791382          1.93169708          1.34285860 
    2.7208          5.35668527          5.09191500          4.13198965          3.66178182          2.95180811          2.44845954          1.93155726          1.34340319 
    2.7210          5.35694467          5.09217812          4.13234165          3.66215938          2.95171150          2.44899302          1.93136241          1.34394100 
    2.7212          5.35720575          5.09244459          4.13269302          3.66254665          2.95160987          2.44950797          1.93112049          1.34446764 
    2.7213          5.35746901          5.09271387          4.13304292          3.66294292          2.95151039          2.45000577          1.93082826          1.34499566 
    2.7215          5.35773522          5.09298268          4.13339471          3.66334017          2.95141628          2.45048306          1.93049449          1.34550091 
    2.7216          5.35800055          5.09325273          4.13374551          3.66374671          2.95132797          2.45093833          1.93013605          1.34597094 
    2.7218          5.35826616          5.09352512          4.13409459          3.66415891          2.95124712          2.45138201          1.92974338          1.34639553 
    2.7220          5.35853200          5.09380122          4.13444469          3.66457501          2.95116610          2.45180590          1.92933095          1.34680660 
    2.7221          5.35879715          5.09407740          4.13480125          3.66499089          2.95108317          2.45220826          1.92890422          1.34717329 
    2.7223          5.35906259          5.09435286          4.13515909          3.66540460          2.95099917          2.45259124          1.92845726          1.34750798 
    2.7225          5.35932789          5.09462909          4.13551454          3.66581853          2.95090784          2.45296180          1.92799181          1.34781374 
    2.7226          5.35959336          5.09490651          4.13586679          3.66623576          2.95080316          2.45332623          1.92751986          1.34807719 
    2.7228          5.35985530          5.09518443          4.13621751          3.66665302          2.95069006          2.45367171          1.92705407          1.34833731 
    2.7230          5.36011661          5.09546137          4.13656650          3.66707136          2.95058378          2.45401760          1.92659427          1.34857477 
    2.7231          5.36037917          5.09573575          4.13691079          3.66748690          2.95048209          2.45435407          1.92613743          1.34878481 
    2.7233          5.36064114          5.09600872          4.13724483          3.66789676          2.95039321          2.45468285          1.92570341          1.34892271 
    2.7235          5.36090482          5.09627854          4.13757161          3.66830050          2.95032184          2.45499705          1.92529305          1.34901642 
    2.7236          5.36116984          5.09654404          4.13789564          3.66869615          2.95026305          2.45530047          1.92488413          1.34907982 
    2.7238          5.36143630          5.09680931          4.13821116          3.66909226          2.95022503          2.45559243          1.92449247          1.34909430 
    2.7239          5.36170395          5.09707348          4.13852153          3.66948197          2.95021187          2.45587173          1.92412615          1.34906876 
    2.7241          5.36197351          5.09733753          4.13883321          3.66985586          2.95021914          2.45613231          1.92377853          1.34897782 
    2.7243          5.36224577          5.09760117          4.13914333          3.67021945          2.95024937          2.45638248          1.92344976          1.34881897 
    2.7244          5.36251647          5.09786517          4.13945704          3.67057825          2.95029903          2.45663065          1.92313842          1.34857918 
    2.7246          5.36278651          5.09813024          4.13976729          3.67092943          2.95035048          2.45687686          1.92284373          1.34825829 
    2.7248          5.36305534          5.09839452          4.14007863          3.67126922          2.95041223          2.45712666          1.92256768          1.34788369 
    2.7249          5.36332552          5.09866046          4.14038745          3.67160796          2.95048797          2.45737304          1.92230880          1.34744126 
    2.7251          5.36359768          5.09892634          4.14069203          3.67194913          2.95057714          2.45760455          1.92205765          1.34693628 
    2.7253          5.36387161          5.09919225          4.14099688          3.67229015          2.95066952          2.45782759          1.92181024          1.34636775 
    2.7254          5.36414879          5.09945791          4.14130171          3.67262497          2.95077273          2.45803772          1.92156595          1.34575027 
    2.7256          5.36442723          5.09972455          4.14160720          3.67295903          2.95088388          2.45824257          1.92132715          1.34508170 
    2.7257          5.36470846          5.09999306          4.14191304          3.67328781          2.95098372          2.45842638          1.92109934          1.34435045 
    2.7259          5.36499206          5.10026589          4.14221662          3.67360808          2.95108554          2.45858158          1.92089147          1.34355667 
    2.7261          5.36527488          5.10054178          4.14251838          3.67392493          2.95118110          2.45871822          1.92069145          1.34271747 
    2.7262          5.36555671          5.10081778          4.14282120          3.67423292          2.95128144          2.45883854          1.92048790          1.34182947 
    2.7264          5.36583807          5.10109473          4.14312408          3.67453852          2.95139088          2.45895091          1.92029027          1.34091901 
    2.7266          5.36611592          5.10137402          4.14342567          3.67483789          2.95150348          2.45903588          1.92011058          1.34001210 
    2.7267          5.36639643          5.10165573          4.14372964          3.67513902          2.95161454          2.45910736          1.91996030          1.33910619 
    2.7269          5.36667808          5.10193903          4.14403291          3.67544063          2.95172748          2.45917147          1.91984778          1.33821758 
    2.7271          5.36695895          5.10222141          4.14433370          3.67574603          2.95184452          2.45923299          1.91975780          1.33738776 
    2.7272          5.36724143          5.10250480          4.14462404          3.67604945          2.95197091          2.45929310          1.91968703          1.33657450 
    2.7274          5.36752260          5.10278622          4.14490834          3.67635469          2.95210205          2.45935110          1.91963913          1.33579742 
    2.7275          5.36780267          5.10306491          4.14518573          3.67666936          2.95223959          2.45940287          1.91958907          1.33506423 
    2.7277          5.36808070          5.10334260          4.14545625          3.67698973          2.95237477          2.45944151          1.91956336          1.33438386 
    2.7279          5.36835660          5.10361943          4.14572630          3.67731429          2.95251056          2.45946876          1.91954102          1.33375798 
    2.7280          5.36863143          5.10389660          4.14599630          3.67764452          2.95264626          2.45947949          1.91951645          1.33318346 
    2.7282          5.36890657          5.10416964          4.14626617          3.67798070          2.95278702          2.45946755          1.91947955          1.33267704 
    2.7284          5.36918335          5.10444448          4.14653508          3.67832180          2.95292926          2.45944109          1.91941746          1.33221709 
    2.7285          5.36945866          5.10472061          4.14680371          3.67866518          2.95307334          2.45940701          1.91932471          1.33179407 
    2.7287          5.36973239          5.10499688          4.14707800          3.67900682          2.95320843          2.45935851          1.91920005          1.33139996 
    2.7288          5.37000426          5.10527334          4.14735083          3.67934679          2.95333250          2.45929225          1.91906677          1.33103765 
    2.7290          5.37027708          5.10554860          4.14762456          3.67968690          2.95344817          2.45921190          1.91892731          1.33069629 
    2.7292          5.37055167          5.10582113          4.14789936          3.68002307          2.95355801          2.45910161          1.91877892          1.33037273 
    2.7293          5.37082577          5.10609342          4.14817682          3.68035395          2.95365906          2.45897090          1.91861336          1.33005212 
    2.7295          5.37109974          5.10636647          4.14844878          3.68067776          2.95375468          2.45881745          1.91841872          1.32976974 
    2.7297          5.37137349          5.10664141          4.14871730          3.68099497          2.95385065          2.45864538          1.91823862          1.32949576 
    2.7298          5.37164823          5.10691342          4.14898512          3.68131115          2.95394090          2.45844911          1.91807595          1.32922851 
    2.7300          5.37192287          5.10718372          4.14924923          3.68162475          2.95403147          2.45823218          1.91793513          1.32900143 
    2.7301          5.37219514          5.10745210          4.14951141          3.68193513          2.95411719          2.45800014          1.91782244          1.32879246 
    2.7303          5.37246675          5.10771822          4.14977347          3.68223635          2.95419040          2.45777014          1.91773018          1.32860441 
    2.7305          5.37273960          5.10798487          4.15003898          3.68253028          2.95426013          2.45755062          1.91765437          1.32844897 
    2.7306          5.37300872          5.10825090          4.15030527          3.68282065          2.95433124          2.45734393          1.91758560          1.32837316 
    2.7308          5.37327660          5.10851915          4.15057756          3.68310470          2.95440002          2.45714716          1.91752007          1.32836734 
    2.7309          5.37354536          5.10879015          4.15085169          3.68337884          2.95447042          2.45696001          1.91746894          1.32844662 
    2.7311          5.37381420          5.10905960          4.15112671          3.68364603          2.95453870          2.45678796          1.91742976          1.32860530 
    2.7313          5.37408056          5.10932734          4.15140524          3.68390756          2.95461532          2.45662827          1.91739127          1.32886738 
    2.7314          5.37434516          5.10959516          4.15168442          3.68416650          2.95470143          2.45647528          1.91736987          1.32920639 
    2.7316          5.37460862          5.10986105          4.15196347          3.68441646          2.95480525          2.45634588          1.91735658          1.32962739 
    2.7317          5.37486979          5.11012850          4.15224403          3.68466054          2.95490709          2.45624054          1.91734009          1.33014922 
    2.7319          5.37512884          5.11039859          4.15251958          3.68490459          2.95501063          2.45616103          1.91733728          1.33071552 
    2.7321          5.37538842          5.11066657          4.15278510          3.68514570          2.95511656          2.45610811          1.91735007          1.33132063 
    2.7322          5.37564854          5.11093118          4.15304491          3.68537630          2.95521660          2.45607810          1.91738600          1.33196628 
    2.7324          5.37590678          5.11119724          4.15329736          3.68560048          2.95531320          2.45605784          1.91743670          1.33263501 
    2.7326          5.37616369          5.11146448          4.15354618          3.68582384          2.95539802          2.45604576          1.91752049          1.33333084 
    2.7327          5.37642369          5.11173557          4.15379188          3.68604380          2.95546943          2.45605312          1.91762974          1.33405652 
    2.7329          5.37668430          5.11200789          4.15403483          3.68626224          2.95552705          2.45607939          1.91774568          1.33479265 
    2.7330          5.37694142          5.11227935          4.15427906          3.68648158          2.95558186          2.45612455          1.91789886          1.33553866 
    2.7332          5.37719787          5.11255101          4.15452589          3.68670445          2.95562490          2.45617858          1.91808254          1.33630094 
    2.7334          5.37745275          5.11282161          4.15477324          3.68692808          2.95566303          2.45623088          1.91827369          1.33705282 
    2.7335          5.37770583          5.11308857          4.15501785          3.68715609          2.95569301          2.45627552          1.91848317          1.33779353 
    2.7337          5.37795606          5.11335379          4.15525969          3.68739285          2.95572230          2.45633587          1.91869033          1.33851822 
